facility_name,specialty,procedures,equipment,capability,is_suspicious,suspicion_reason,unique_id
Lucy Memorial Hospital,emergencyMedicine,['Provides 24-hour ambulance service for emergency cases (outdoor and indoor)'],[],"['Always open (24/7 operation)', 'Provides 24-hour ambulance service for emergency cases (outdoor and indoor)']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,6c40559f-db81-46fa-9a68-0c8a19d13a49
Lynn Care Foundation,internalMedicine,[],[],[],False,,4529cc22-cdfa-4697-a39b-43f67d780750
MAB International Hospital,internalMedicine,"['radiology', 'emergency unit', 'physiotherapy', 'reflexology', 'general surgery', 'pediatrics', 'maternity']",[],"['general beds', 'over 100']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,29309816-49d5-4b6c-aae2-e0c2d089674d
MAB International Hospital,generalSurgery,"['radiology', 'Emergency Unit', 'Physiotherapy', 'Reflexology', 'General Surgery', 'Pediatrics', 'Maternity']","['Ultrasound scan', 'Digital X-ray', 'Quantum services', 'ECG', 'Optical Services', 'Pharmacy', 'Laboratory', 'Blood Bank']","['24/7 Emergency Unit with ambulance support', 'Over 100 general beds', 'HeFRA accredited', 'NHIA accredited', 'Dentistry Centre']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,239ed240-fd3c-4963-b766-58051814f4ab
Madina Polyclinic Kekele,familyMedicine,['all OPD services'],[],"['Open 24/7.', 'Offers all outpatient department (OPD) services.', 'Identifies as a world-class primary healthcare facility with dedicated staff.']",False,,0c7b4716-12a7-413e-af4c-c7b1c499fd3c
MAGGIE’S MATERNITY HOME,gynecologyAndObstetrics,"['Antenatal', 'Post-natal']",[],[],False,,d65336de-7a4e-46a8-b230-be570fe750d7
Makango Clinic,familyMedicine,[],[],"['Operates as a hospital', 'Open 24/7']",False,,a524fe71-c1ff-4c97-9ea7-0a8ce1ce52dc
Mampong Quality Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,600e0fcd-e03b-42d1-b646-e9f3b4a25928
Mamudu PHC Clinic,familyMedicine,[],[],[],False,,623995c0-61c7-4797-9860-eaeced340926
MANAM Ghana Dental House,dentistry,['Offers a comprehensive set of oral care services'],[],[],False,,c4866d73-722c-4b4f-bdb5-bd93a2c20f4a
Manhyia District Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,219a479f-6c59-4982-bd9b-3789c8ddcf34
Mankranso Government Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b1eae212-8ca5-44b4-ba7e-2ce6e471a455
Manna Mission,internalMedicine,[],[],[],False,,c6e64197-d1ed-46ba-a4ce-2b14470cfd1a
Manna Mission Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5c8ccd1b-36e0-4f06-aaa8-0a542a6225f0
"Mansowa Herbal Clinic, Kasoa",familyMedicine,"['Treats diabetes, infertility, sciatica, and prostrate disorders']",[],[],False,,ad882b5f-1934-425e-b4ad-582d861e7bd5
Margaret Marquart Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,ae860907-677a-457a-a39a-2b89e9b55d68
Margaret Marquart Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,a17acfd4-e77f-4a34-855f-11349d85df40
Marie Stopes Ghana,gynecologyAndObstetrics,"['pregnancy care services', 'telemedicine']",[],"['ICU', 'NICU', 'Trauma']",False,,6e21aa39-ef14-48f7-86fb-ff34d3da4ff4
Marie Stopes Ghana,gynecologyAndObstetrics,[],[],[],False,,af883a5b-4d5c-44eb-b9cb-6ef18cfc650c
Marie Stopes Ghana,gynecologyAndObstetrics,[],[],[],False,,3c35afd9-6c8e-4702-820a-1fd15772e4f2
Marie Stopes Ghana,gynecologyAndObstetrics,[],[],[],False,,c45ce043-742b-4f78-8c38-f76d253bcfc6
Marie Stopes Ghana,gynecologyAndObstetrics,[],[],[],False,,7618185a-592b-4165-ba0f-b36f202890c6
Marie Stopes Ghana (Ashiaman Clinic),gynecologyAndObstetrics,['Pregnancy care'],[],[],False,,dad9a2dd-87a8-4299-adf0-a0eedfc839c3
Marie Stopes Ghana (Santasi Clinic),gynecologyAndObstetrics,['Pregnancy Care'],[],[],False,,a2ac916b-cda6-4976-a5ac-fe083ba1aeda
Marie Stopes Ghana (Takoradi Clinic),internalMedicine,['Pregnancy Care'],[],[],False,,b5f0819f-3359-49b0-b51d-51d9b2111d5d
"Marie Stopes Ghana, 26 Akwei Street, Tesano, Accra, Ghana",familyMedicine,"['Provides contraception, reproductive health, and family planning services across Ghana.', 'Offers Pregnancy Options Counselling Services.', 'Offers Sexual and Reproductive Health Services.', 'Offers Services for Men.', 'Offers Contraception and family planning services.', 'Offers General Health Services.', 'Offers Acacia Insurance Partner.', 'Operates mobile outreach teams.', 'Operates BlueStar Franchise Network.', 'Operates call centre teams as part of service delivery.', 'Is part of MSI Reproductive Choices.', 'Maintains quality assurance for clinical quality and family planning services.', 'Opened in 2006.']",[],"['Provides contraception, reproductive health, and family planning services across Ghana.', 'Offers Pregnancy Options Counselling Services.', 'Offers Sexual and Reproductive Health Services.', 'Offers Services for Men.', 'Offers Contraception and family planning services.', 'Offers General Health Services.', 'Offers Acacia Insurance Partner.', 'Operates mobile outreach teams.', 'Operates BlueStar Franchise Network.', 'Operates call centre teams as part of service delivery.', 'Is part of MSI Reproductive Choices.', 'Maintains quality assurance for clinical quality and family planning services.', 'Opened in 2006.']",False,,0e4675f7-01d5-463c-98f0-42dfcf56493f
Marie Stopes International,gynecologyAndObstetrics,['maternity home'],[],[],False,,84e70a50-37e1-4814-baf5-23c37240c50f
Marie Stopes International,gynecologyAndObstetrics,"['contraception and family planning services', 'pregnancy options counselling services', 'sexual and reproductive health services', 'services for men', 'general health services', 'Acacia Insurance Partner services']",[],"['centres', 'mobile outreach teams', 'BlueStar Franchise Network', 'call centre teams', 'Public Sector Strengthening', 'Quality Assurance program']",False,,fd66266b-440c-434e-9d76-6f3e136d813a
Mark’s Dental Clinic at Valco Towers,dentistry,[],[],[],False,,0f69caf3-8dd2-4af7-838d-b9ab3005c2e6
Mary Lucy Hospital And Fertility Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,187b1042-501e-4c0d-ba61-8d7b25ae2a0b
Maternal and Child Health Hospital,gynecologyAndObstetrics,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,cc3e7c92-cf2e-4739-863c-44d129a80232
"Maternal and Child Health Hospital, Pampaso",gynecologyAndObstetrics,"['care for malnourished children and adults', '24-hour emergency services']",['Physiotherapy Unit'],"['Established by the Government of Gold Coast in 1910', 'Specializes in care for malnourished children and adults', 'Has 24-hour emergency services', 'Has a Physiotherapy Unit (Physiotherapy Unit-MCHH)']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9fbb020b-3e75-41b8-a618-191d76b40d63
Matthias Catholic Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c501cf7f-ebe8-4b96-8d17-a74f87b2b724
Max-Mum Medical Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,436cb7fb-9e2a-4007-95c0-6cafdf7a5b21
MDS-Lancet Laboratories,familyMedicine,[],[],"['Is a medical laboratory.', 'Founded to bring reliable laboratory medicine.']",False,,96f831d0-665a-4927-ad31-2597bdc515a2
MEDHealth Centers,pediatrics,"['ultrasounds', 'ECG', 'pap smears', 'breast exams', 'mammograms', 'minor surgeries']",[],['Center is always open'],False,,6974c8ba-1ca4-435a-bfa9-28508df0a0ff
Medicaid Diagnostics & Laboratory,internalMedicine,[],[],[],False,,dd7f8034-3eb0-4f01-8a68-c075fcce279f
"Medical Center - East Legon, Accra, Ghana",familyMedicine,[],[],[],False,,82fdfe6c-3ff9-44e4-a73e-3f2c0f916e12
Medical Lab,internalMedicine,"['Provides accurate laboratory results to doctors for the best medical practice', 'Maintains the highest standard of laboratory service by adhering to approved international standards', 'The Medical Lab is well equipped']",[],"['Provides accurate laboratory results to doctors for the best medical practice', 'The Medical Lab is well equipped']",False,,0966382e-4651-49c8-bc68-99eabd0b51d8
"Medicas Hospital, Mampong Akwapim",internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9eea36a1-ebfa-4eb3-abfc-82cb4f0da81c
"Medicas Hospital, Mampong-Akuapem",generalSurgery,"['General Practice: Clinic Days open all week; Times 7am - 7pm', 'Obs & Gynae Services: Clinic Days Monday – Saturday; Times 7:30am - 3pm', 'Diet-Therapy Services: Clinic Days Monday - Friday; Times 9am - 4pm', 'Orthopaedics Services: Clinic Days Tuesday and Saturday; Times 10am - 3pm', 'Endocrine Services: Clinic Days Monday - Friday; Times 8am - 5pm', 'Endoscopy Services: Open Days Monday – Saturday except Wednesday; Times 9am - 4pm', 'Dental Service: Clinic Days Monday - Friday; Times 9am - 4pm', 'Care Home Services: 24 hours', 'Gym/Spa/Physiotherapy Services: Open All Week; Times 5am - 8pm', 'Mortuary & Funeral Home Services: 24 hours']",[],"['General Practice: Clinic Days open all week; Times 7am - 7pm', 'Diet-Therapy Services: Clinic Days Monday - Friday; Times 9am - 4pm', 'Endocrine Services: Clinic Days Monday - Friday; Times 8am - 5pm', 'Dental Service: Clinic Days Monday - Friday; Times 9am - 4pm', 'Care Home Services: 24 hours', 'Gym/Spa/Physiotherapy Services: Open All Week; Times 5am - 8pm', 'Mortuary & Funeral Home Services: 24 hours', 'NHIS accreditation: Joined NHIS in 2008']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,75592f0d-b21a-4fd0-bb73-ffef59bef44c
Medikah Diagnostic Services -- Weija-Gbawe Municipal District,internalMedicine,"['ultrasound', 'colour Doppler imaging', 'echocardiography', 'electrocardiography (ECG)', 'digital X-ray', 'medical laboratory services', 'corporate medical plan']","['ultrasound machine', 'colour Doppler imaging machine', 'echocardiography machine', 'electrocardiography (ECG) machine', 'digital X-ray machine', 'medical laboratory equipment']","['24/7 diagnostic imaging and medical laboratory services', 'established in 2012']",False,,185ca2e3-b0fd-41b1-9ab0-970d738fe423
Mediwest Laboratory Services-MLS,internalMedicine,"['Provides medical laboratory services (static and mobile) in Takoradi, Ghana']",[],[],False,,98174d75-77cf-4756-888c-8a637fd62122
Medlab,internalMedicine,[],[],[],False,,22f1c1f8-54b2-4ea3-8e72-d96dfcfe8897
Medobal Ghana,familyMedicine,[],[],[],False,,fcaefdd4-9c1d-41b7-a7f2-c83943e6034c
Medscreen Missions,internalMedicine,[],[],[],False,,6d87bccf-c78b-4e98-aa49-57a8248b7d65
MEDsource Diagnostic Centre,familyMedicine,[],[],['Open 24/7 (Always open)'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,25026ce8-6947-4c7d-8d00-c5ba3bb59fd6
MedTech Laboratory,familyMedicine,['antigen testing'],['WHO approved antigen testing equipment'],['HEFRA accredited facility'],False,,48ee17a0-d242-4384-8af8-7d9a7be030d9
Medtech Laboratory Ghana,internalMedicine,[],[],"['HEFRA accredited laboratory', 'Provides home services on request', 'Ultra-modern facility']",False,,5c716130-386d-451d-b4e6-345b1f51b114
MedTech Medical Center,gynecologyAndObstetrics,[],[],[],False,,a676969a-e377-45a8-b0da-a8d347934754
MedyLife Healthcare,internalMedicine,"['medical imaging', 'pathology services']",[],"['operates a medical diagnostic center', 'provides medical imaging and pathology services']",False,,a8c2f2c2-4185-430d-b19b-8846a2d49644
Meland Pharmacy,familyMedicine,[],[],[],False,,02ef95ff-6666-49de-970f-cf5c8897fda2
"Memento Eye Center, Dodowa",ophthalmology,"['Provides on-site eye tests', 'Prescribes spectacles on-site', 'Prescribes eye medications on-site']",[],"['Provides on-site eye tests', 'Prescribes spectacles on-site', 'Prescribes eye medications on-site']",False,,cb939534-a81f-4501-b16b-29d1bca8367a
Mempeasem Health Centre,generalSurgery,['Offers general health services'],[],['NHIS accredited (National Health Insurance Scheme)'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,210c5f1b-70cc-4274-90b4-79334e7b7aad
"MENRI Pharmacy - 22 Stewart Avenue, Uaddar Barracks, Bantama, Kumasi, Ghana",familyMedicine,[],[],[],False,,6f90f11e-f905-4942-94d8-45ba312de2bf
Mepom RCH,internalMedicine,[],[],[],False,,cbfdb4ff-4d06-47c5-97ff-338ffb5944f0
Mercy Women Catholic Hospital - Mankessim,gynecologyAndObstetrics,"['obstetric fistula repair', 'diagnostic services', 'Eye Clinic', 'Special Clinics', '24-hour Accident & Emergency Unit', 'Physiotherapy', 'Child Welfare Clinic', 'Maternal Health services']","['x-ray', 'ECG', 'ultrasound']","['24-hour Accident and Emergency Unit', 'Eye Clinic', 'Physiotherapy Unit', 'Child Welfare Clinic', 'Antenatal care unit', 'Fistula Unit']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c8398a45-2b78-4e2a-b1a0-fb5b97c0b95a
Mercy Women’s Catholic Hospital,gynecologyAndObstetrics,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,8e02ae07-6926-4dda-b4f1-397c3af21413
Meridian Medical Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,5a80ca93-9aea-4424-8f25-543801ab18df
Meridian Medical Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,bc6c80e7-d406-43fc-a43e-c75c3ccc363f
Merkot Pharmacy,familyMedicine,[],[],[],False,,d69de185-2005-4756-882d-ccc8b7e32734
"Methodist Clinic, Amakom-lake Bosomtwe",generalSurgery,['Offers general health services'],[],['NHIS accredited'],False,,297a7cbb-950e-4e6b-b4e7-bb9420ac3999
Methodist Faith Healing Hospital,internalMedicine,"['Maternity', 'Diagnostics', 'In-Patient Care', 'Surgery', 'Accident & Emergency', 'Public Health', 'Optometry', 'ENT']","['lab', 'X-ray', 'Scan']","['ICU', 'NICU', 'Trauma']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,e4862248-3c8b-4741-911f-77b4d1d48fe2
"Methodist Hospital, Wenchi",internalMedicine,"['On-site laboratory services', 'Specialist services: Urology, Orthopedics, Dental, Eye', 'Special clinics: Hypertensive, Diabetic, ART, Sickle Cell']","['On-site laboratory services', 'Three on-site pharmacies operate 24/7, with one dedicated to wards and the other to serve the OPD unit']","['238-bed facility', 'Referral center for 19 health facilities within Wenchi Municipality, Tain and Banda Districts']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,bb51719c-0050-4127-82f0-dc1352146e91
Metro Health Hospital,internalMedicine,"['ElderCare Unit', 'Ear, Nose & Throat Unit', 'Eye Unit', 'Laboratory Unit', 'Obstetrics & Gynecology Unit', 'Hypertensive Clinic', 'Diabetes Clinic', 'Pharmacy Unit', 'Out-Patient and In-Patient Departments']","['Laboratory Unit', 'Pharmacy Unit']","['24x7 help and support available', 'ElderCare Unit', 'Departments include Ear, Nose & Throat Unit; Eye Unit; Laboratory Unit; Obstetrics & Gynecology Unit; Hypertensive Clinic; Diabetes Clinic; Pharmacy Unit; Out-Patient and In-Patient Departments', 'ElderlyCare/Geriatric Care services are offered', 'Obstetrics & Gynecology clinic operates Mondays 8:00am–2:00pm', 'Ear, Nose & Throat clinic operates Wednesdays 3:30pm–6:00pm', 'Orthopedics clinic operates Wednesdays 3:00pm–6:00pm']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,cfbe784d-9be0-478e-8713-c039fa9c3091
Metropolis Ghana,internalMedicine,"['Operates a medical laboratory offering over 4,500 tests']",[],[],False,,38d737f4-009e-4143-9a1b-a386f6d16dd7
Minutes Medical and Fertility Hospital,gynecologyAndObstetrics,"['IUI', 'IVF']",[],['Fertility and surrogacy center'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,65312012-adbf-40a1-a2cc-c0f616082722
Mission Clinic,familyMedicine,"['family medicine services', 'dental care', 'optical care', 'pediatric neurodevelopmental services', 'pediatric psychiatric services']",[],"['Provides family medicine services', 'Provides dental care', 'Provides optical care', 'Has an onsite laboratory', 'Offers pediatric neurodevelopmental services', 'Offers pediatric psychiatric services']",False,,b3f40301-9517-4295-bf26-d376613d496e
Mission Pediatrics,pediatrics,[],[],[],False,,85bf4b0d-8cba-4dc4-b06a-700ca00746fa
Mizprom Herbal Centre,internalMedicine,"['treat stomach Ulcer', 'treat Prostate Enlargement', 'treat Infertility', 'treat erectile dysfunction', 'treat typhoid fever']",[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,435144de-cdee-4a0b-b2ab-cd5194f85439
MMALABS (DORMAA BRANCH),internalMedicine,[],[],[],False,,55c068f5-0092-4d8f-b91a-0bfffb3b115d
MMALABS (KUMASI MAIN),internalMedicine,[],[],[],False,,fa53fa8d-d58b-4d9e-b7dc-ff802836b8af
Modern Way Herbal Clinic,internalMedicine,"['herbal medicine treatments', 'treats chronic infections', 'treats painful urination', 'treats discharge', 'treats rashes and itching', 'treats prostate infections', 'treats infertility issues', 'treats pelvic inflammatory disease (PID)', 'treats ovarian cysts']",[],"['specializes in prostate diseases and sexually transmitted infections (STIs)', 'is always open']",False,,0601859b-43ec-417a-92bc-20e7ef25d7a8
"MonMed Laboratory Services, 88 Ameyaw Street, Techiman, Ghana",internalMedicine,"['Offers 24-hour medical laboratory services', 'Provides home laboratory service in Ghana', 'Delivers test results via Email, WhatsApp or hand copy']",[],"['Offers 24-hour medical laboratory services', 'Provides home laboratory service in Ghana', 'Always open (24/7) for services']",False,,5e47d7a6-7711-4ccd-8692-3fb844e0c645
Mother of God Hospital,generalSurgery,"['Provides general and specialist care to clients', 'Organizes outreaches and health education programs to surrounding communities']",['Has about 10 main wards with supporting units'],"['Established in January 2008 by Dr. Fulgence Rubayiza.', 'Open 24 hours Monday through Sunday.', 'Bed capacity of about 120 beds.']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0921da15-6b2f-4fde-afe8-4b6415f23b4f
Mother- and Child Clinic Twabidi,pediatrics,"['simple medical treatment', 'vaccinations', 'pregnancy checks', 'health education']",[],[],False,,3eaaed6f-1aa9-4320-a440-7637e2b5c4df
"Mother-Love Dental Clinic - Fafraha-Dodowa Road., Accra, Ghana",dentistry,['dental services'],[],[],False,,4efaf9e7-23cb-434e-ab07-3a37b8828661
Mother-Love Hospital,generalSurgery,"['Obstetrics & Gynaecology', 'Pediatrics', 'Ophthalmology', 'Ear, Nose & Throat', 'Surgery', 'Clinical Psychology', 'Dietetics']","['Ultrasound Unit', 'X-ray imaging', 'ECG services']","['24/7 emergency services', 'General OPD operates 24 hours', 'Dietician clinic on Mondays', 'Paediatrics clinic on Tuesdays', 'Eye clinic on Wednesdays', 'Departments include Maternity, Dentistry, Pharmacy, Laboratory, and Ultrasound Unit']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,fd92baca-b6fd-41bd-aa4a-da2d821c3449
Mother-Love Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,6a03cc94-6d40-4c79-a20e-6ddbb7c2c437
Mother-Love Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,bf197eda-732f-48f7-b66a-91321ad4d08c
Mount Carmel Hospital and Fertility Center,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,81c59d1b-2162-4d16-ab65-507828a75821
MSI Reproductive Choices Ghana,gynecologyAndObstetrics,"['contraception', 'safe abortions']",[],"['operates in every region of Ghana', 'helps more than 115,000 women each year']",False,,e16519f9-bf30-43b3-b427-bc807789d210
"Mssi, Korle Bu Medical Center",internalMedicine,[],[],"['Category: Medical Center', 'Page created on September 15, 2016', 'Open status: Always open']",False,,296b281a-0d0f-46d6-9ba1-8ed22aa4dcfb
Multicare Health Care Center,internalMedicine,[],[],[],False,,a1d1f65c-48b3-415d-889d-3cded340e71a
Mwin Tuba Hospital and Colo-Proctology Centre,generalSurgery,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,6220f296-a0e5-4ef2-bf77-702064c25678
Myeyedr Gh Vision and Eyecare Centre,ophthalmology,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,856ba1c0-60aa-419d-ac2e-8d7c363accb7
Nadowli District Hospital,familyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,734cb9a6-1e57-40e3-a0d3-f8015e791594
Nagel Memorial Adventist Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,271a9f53-c9e1-406a-84f7-b1bb56892254
Nagel Memorial Adventist Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,909cb4e4-b6ec-435e-912a-60d0e96a53b0
Nana Hima Dekyi (Dixcove Government) Hospital,generalSurgery,['Offers general healthcare services.'],[],['NHIS accredited.'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,cc0469b6-e3f9-4d56-990e-fd622d41f33f
Narozzy Medical Hospital,generalSurgery,"['Genera Consultation', 'Delivery', 'minor surgery', 'Lab', 'scan']",['scan'],['Always open'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,94228818-6618-4786-9796-5eba399be677
National Cardiothoracic Centre,cardiology,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,7865154d-cd00-49e9-929f-2d202dae80ef
National Cardiothoracic Centre of the Korle Bu Teaching Hospital,cardiology,"['cardiothoracic surgery', 'cardiology']",[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0a969b7e-b109-4705-9741-00da50c5167c
"National Center for Radiotherapy, Oncology, and Nuclear Medicine",familyMedicine,"['radiotherapy', 'oncology', 'nuclear medicine']",[],"['Affiliated with Korle Bu Teaching Hospital, Accra, Ghana', 'Specializes in radiotherapy, oncology, and nuclear medicine']",False,,9e0ec834-5189-4f89-8641-c3162b55d2cc
National Nuclear Medicine and Radiotherapy Centre,familyMedicine,"['radiotherapy', 'Intensity-Modulated Radiation Therapy (IMRT)']",['radiotherapy machines'],['Provides radiotherapy services at the National Nuclear Medicine and Radiotherapy Centre as part of the hospital.'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,246077db-2fae-4817-9c1f-2d523c95fc54
Neighbourhood Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,7ce0ac5b-6aa7-4628-bd87-15897474ec00
New Abirem Government Hospital,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c4f87994-21f7-438c-aab6-3325a7cab3e6
New Crystal Hospital,internalMedicine,"['Operates 24/7 Emergency Department', 'Offers 24/7 ambulance service']",[],"['Operates 24/7 Emergency Department', 'Offers 24/7 ambulance service']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,b83f5f24-64d1-43de-8c7c-b43c1d49af9f
New Hope Clinic,familyMedicine,[],[],[],False,,9b02d3ba-5156-4074-abb9-7e2560960f93
New Legon Medical Centre,internalMedicine,"['Provides medical care and laboratory services', 'Hosted a free medical screening on August 6, 2022']",[],"['Provides medical care and laboratory services', 'Always open']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,3d560193-d3ec-40e7-a2e5-e5554e987dd8
New Life Hospital,familyMedicine,['Offers general medical services'],[],"['Private primary hospital', 'NHIS accredited']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1e3c2e6d-0df0-40a6-b99a-6340b84fb4a7
New Star Ear Centre,internalMedicine,['Offers audiology and hearing care'],[],['Specializes in audiology and hearing care'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,c6c29b1d-6d24-4a70-be81-33091cd617ba
New Vision Dental Clinic - Labadi Palmwine Jtn Branch,dentistry,"['general dentistry', 'orthodontic dentistry', 'family dentistry']",[],"['operates four branches', 'state-of-the-art facility', 'world-class equipment', 'comprehensive oral healthcare']",False,,46e8e4a3-9ae4-41e8-b88e-064671af574b
New Vision Optical and Eyecare Centre,ophthalmology,"['prescribing and fitting lenses', 'diagnosing and treating various eye diseases']",[],"['prescribing and fitting lenses to improve vision', 'diagnosing and treating various eye diseases']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,07ede7fe-0f3e-4b1e-b57d-7fa90ed54d80
Newlands Medical Centre,familyMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,410191c8-4308-4b71-a36b-10f7dc2fac24
NewLeaf Hospital,internalMedicine,"['Dialysis', 'Radiology', 'Obs & Gynae', 'Paediatrics', 'Accident and emergency services']",[],"['Centers of excellence including Dialysis, Radiology, Obstetrics and Gynecology, Pediatrics, and Accident and Emergency services']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,60694973-026c-44f9-95fc-2740e1729d77
Newstar Ear Centre,familyMedicine,[],[],['Specializes in otolaryngology (ENT)'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,0a7f56c9-51f9-45a8-ba0f-236a5295bebe
Newstar Ear Centre Ghana,familyMedicine,"['audiology services', 'hearing tests', 'hearing aids']",['LABAT audiological and ENT equipment'],"['Accredited and licensed audiology clinic', 'Staff includes licensed audiologists and ENT professionals', 'First private audiology clinic accredited by Health Facility Regulation Authority (HEFRA)', 'Typical appointment duration is 30 minutes with 5–10 minutes waiting']",True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9efd1c73-d03d-402a-8b96-93f9e9a33828
Nk-Salem Medical Centre,internalMedicine,[],[],[],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,1bb9a3ed-9a17-403e-be4b-ff2b063376c6
Nkenkasu District Hospital,internalMedicine,[],[],['Operates 24/7 (Always open)'],True,Facility claims to be a large medical center/hospital but provides no evidence of critical infrastructure (Oxygen/Power).,9a8b9bdc-ecd4-4676-a204-989a92a52512
Nkonya Community Clinic,familyMedicine,[],[],[],False,,d50c4e92-f0a4-40e6-9d70-c4ee0b21c267
Nkwanta Clinic,internalMedicine,[],[],[],False,,571205e1-5396-4ef9-9c78-8e197e5d9664
